UserID,UserName,Age,Gender,Email,TotalCoursesEnrolled,UniqueCategoriesEnrolled,AverageCoursesPerCategory,EnrollmentFrequency,TotalSpending,AverageSpending,Cat_Artificial Intelligence,Cat_Business,Cat_Cybersecurity,Cat_Data Science,Cat_Design,Cat_Digital Marketing,Cat_Finance,Cat_Machine Learning,Cat_Marketing,Cat_Programming,Cat_Project Management,Cat_Web Development,Level_Advanced,Level_Beginner,Level_Intermediate,AverageCourseRating,DiversityScore,LearningDepthIndex,Cluster
U01667,sandrastewart,23,Female,simpsondonald@yahoo.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.59,1.0,0.0,0
U01668,alambert,27,Female,stephanievillarreal@yahoo.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.13,1.0,1.0,0
U01669,julie64,30,Female,oramirez@outlook.com,2,2,1.0,30.0,53.86,26.93,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,3.575,1.0,2.0,0
U01670,justin64,19,Male,bwilliamson@outlook.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3.32,1.0,1.0,0
U01671,apugh,25,Male,egreen@yahoo.com,15,10,1.5,1.308139534883721,839.93,55.99533333333333,1,2,1,2,0,1,4,1,1,1,0,1,4,8,3,2.9560000000000004,0.6666666666666666,1.6,1
U01672,carolynfriedman,15,Male,santosvictor@hotmail.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.51,1.0,1.0,0
U01673,francosusan,16,Male,nataliestrong@gmail.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.73,1.0,0.0,0
U01674,carl17,27,Female,kimberly19@yahoo.com,14,9,1.5555555555555556,1.4946619217081851,1224.07,87.43357142857143,1,1,3,1,1,1,2,2,2,0,0,0,4,6,4,2.916428571428572,0.6428571428571429,1.2,1
U01675,douglasthompson,17,Male,samantha32@yahoo.com,1,1,1.0,30.0,394.26,394.26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.35,1.0,0.0,0
U01676,odunn,22,Male,kennethfloyd@yahoo.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4.79,1.0,0.0,0
U01677,mistypowell,22,Male,tammy35@yahoo.com,2,2,1.0,0.2714932126696833,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,2.88,1.0,0.0,0
U01678,christina89,31,Female,upierce@hotmail.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.73,1.0,0.0,0
U01679,collinstracy,16,Female,wcarpenter@gmail.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4.45,1.0,0.0,0
U01680,slynch,30,Male,chankayla@yahoo.com,1,1,1.0,30.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,1.0,0.0,0
U01681,brownryan,33,Male,rthompson@hotmail.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.45,1.0,0.0,0
U01682,josephbrown,21,Male,rogersmelissa@gmail.com,2,2,1.0,0.6666666666666667,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,3.99,1.0,1.0,0
U01683,christywoods,19,Female,powellandrew@gmail.com,1,1,1.0,30.0,326.02,326.02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.69,1.0,0.0,0
U01684,meganwhite,26,Female,bryan07@gmail.com,2,2,1.0,2.307692307692308,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,1.985,1.0,0.0,0
U01685,jameslarson,26,Female,xvang@hotmail.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.73,1.0,0.0,0
U01686,nathan53,32,Male,stacie37@yahoo.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2.01,1.0,0.0,0
U01687,dianaburnett,23,Female,cynthiahall@hotmail.com,2,1,2.0,0.594059405940594,0.0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3.885,0.5,0.0,0
U01688,valeriegalvan,28,Female,millerzachary@gmail.com,2,2,1.0,0.8450704225352113,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,3.15,1.0,0.5,0
U01689,burnsjoel,30,Female,james38@outlook.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3.32,1.0,1.0,0
U01690,lori78,27,Male,ryandavila@yahoo.com,4,4,1.0,0.576923076923077,0.0,0.0,1,0,1,0,1,0,1,0,0,0,0,0,0,4,0,4.3075,1.0,4.0,0
U01691,morantoni,22,Male,tiffany52@gmail.com,1,1,1.0,30.0,37.89,37.89,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.3,1.0,0.0,0
U01692,davidsonmark,26,Male,ofletcher@hotmail.com,12,10,1.2,1.2413793103448276,1372.26,114.355,2,1,0,1,1,1,1,2,0,1,1,1,5,5,2,3.330833333333333,0.8333333333333334,0.8333333333333334,1
U01693,samantha22,21,Male,aweeks@yahoo.com,2,2,1.0,0.4918032786885246,276.37,138.185,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,2.6950000000000003,1.0,0.0,0
U01694,david68,35,Male,dianacordova@gmail.com,1,1,1.0,30.0,342.61,342.61,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.84,1.0,0.0,0
U01695,christine15,32,Male,jvega@gmail.com,13,9,1.4444444444444444,1.517509727626459,1458.16,112.16615384615385,1,1,2,0,3,0,1,1,2,1,0,1,5,3,5,3.06923076923077,0.6923076923076923,0.5,1
U01696,james12,31,Female,aguilarmelissa@gmail.com,2,2,1.0,1.6216216216216215,327.99,163.995,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,3.085,1.0,1.0,0
U01697,whicks,35,Male,connerjennifer@outlook.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2.14,1.0,1.0,0
U01698,billyrivera,28,Female,amberwalton@hotmail.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.13,1.0,1.0,0
U01699,michael90,23,Female,evansdaniel@outlook.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.1,1.0,0.0,0
U01700,pagemichelle,25,Female,costalori@hotmail.com,1,1,1.0,30.0,326.02,326.02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.69,1.0,0.0,0
U01701,tracy73,22,Male,jeannevargas@yahoo.com,1,1,1.0,30.0,117.68,117.68,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2.57,1.0,0.0,0
U01702,ronaldalexander,21,Female,jack38@gmail.com,14,8,1.75,1.390728476821192,957.02,68.35857142857142,0,2,2,2,2,2,1,0,1,0,0,2,4,6,4,3.3164285714285717,0.5714285714285714,1.2,1
U01703,hhogan,21,Male,conleyshawn@outlook.com,3,3,1.0,0.4812834224598931,487.92,162.64,0,1,1,0,0,0,0,0,1,0,0,0,2,0,1,3.516666666666667,1.0,0.0,0
U01704,ojohnston,30,Female,yvelasquez@hotmail.com,2,2,1.0,3.75,89.59,44.795,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3.810000000000001,1.0,1.0,0
U01705,riddleryan,28,Male,melissapierce@outlook.com,1,1,1.0,30.0,472.28,472.28,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.74,1.0,1.0,0
U01706,zcarter,17,Female,wallacejoseph@hotmail.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.85,1.0,1.0,0
U01707,brettcampbell,32,Male,ypreston@outlook.com,3,3,1.0,0.7563025210084033,119.04,39.68,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,4.16,1.0,0.5,0
U01708,ymorton,22,Male,gibsonlori@hotmail.com,14,9,1.5555555555555556,1.3592233009708738,1615.22,115.37285714285714,0,1,1,2,1,0,3,1,2,1,2,0,3,5,6,2.645714285714285,0.6428571428571429,1.25,1
U01709,klandry,35,Female,smithlucas@gmail.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2.14,1.0,1.0,0
U01710,amandajackson,32,Male,johnsonwilliam@gmail.com,1,1,1.0,30.0,394.26,394.26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.35,1.0,0.0,0
U01711,kyleharris,15,Female,timothy04@gmail.com,1,1,1.0,30.0,53.86,53.86,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2.47,1.0,1.0,0
U01712,millerkevin,30,Male,vrose@hotmail.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.59,1.0,0.0,0
U01713,dholland,15,Male,alec88@gmail.com,4,4,1.0,0.4054054054054054,451.58,112.895,0,0,1,0,0,0,0,1,1,0,0,1,2,0,2,2.7,1.0,0.0,0
U01714,patricia40,24,Female,hwebb@outlook.com,1,1,1.0,30.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.02,1.0,0.0,0
U01715,edwardsjose,27,Male,vincent79@outlook.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.51,1.0,1.0,0
U01716,asalinas,22,Female,michelle32@outlook.com,1,1,1.0,30.0,57.32,57.32,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.74,1.0,0.0,0
U01717,heather15,20,Male,calebflores@hotmail.com,1,1,1.0,30.0,299.57,299.57,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.74,1.0,1.0,0
U01718,michelledecker,23,Male,kevin26@yahoo.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.52,1.0,0.0,0
U01719,ooliver,32,Female,reesekathy@outlook.com,1,1,1.0,30.0,119.04,119.04,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.75,1.0,0.0,0
U01720,stoutaustin,21,Female,jeanne53@hotmail.com,15,8,1.875,1.2430939226519335,1655.97,110.398,0,1,1,3,3,1,2,0,0,2,2,0,5,7,3,3.285333333333333,0.5333333333333333,1.1666666666666667,1
U01721,lperry,15,Female,johnbarry@outlook.com,10,7,1.4285714285714286,1.1194029850746268,810.29,81.029,2,1,0,1,0,0,0,0,1,1,1,3,4,3,3,3.357,0.7,0.6,1
U01722,dale82,30,Female,seanreynolds@outlook.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.81,1.0,0.0,0
U01723,maryharrison,32,Female,stephaniedixon@outlook.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.52,1.0,0.0,0
U01724,juan81,17,Male,scottmendoza@hotmail.com,16,10,1.6,1.3559322033898304,1227.77,76.735625,2,1,2,0,3,1,2,1,1,2,1,0,7,5,4,3.0875,0.625,0.625,1
U01725,klinekevin,33,Male,wernerjonathan@hotmail.com,2,2,1.0,0.8695652173913043,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1.325,1.0,0.5,0
U01726,qschwartz,32,Female,chelseycoleman@gmail.com,13,9,1.4444444444444444,1.3448275862068966,1008.68,77.59076923076924,1,2,1,1,3,0,0,1,1,0,1,2,8,3,2,3.01076923076923,0.6923076923076923,0.3333333333333333,1
U01727,zachary70,15,Female,melindajones@outlook.com,1,1,1.0,30.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.93,1.0,0.0,0
U01728,lmclaughlin,33,Female,charlescooley@outlook.com,2,2,1.0,0.3592814371257485,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,3.745,1.0,0.5,0
U01729,michael78,29,Female,dwayne77@yahoo.com,15,10,1.5,1.3636363636363638,2400.05,160.00333333333336,1,2,0,2,1,1,2,1,0,1,3,1,6,5,4,2.896666666666667,0.6666666666666666,0.7142857142857143,1
U01730,blackkarl,27,Female,gbarton@yahoo.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2.61,1.0,0.0,0
U01731,andrewreed,28,Male,michaelbrown@hotmail.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.1,1.0,0.0,0
U01732,xferrell,17,Female,woodjames@outlook.com,2,2,1.0,0.310880829015544,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,4.585,1.0,0.0,0
U01733,jeffreyprice,20,Female,bgreen@yahoo.com,4,4,1.0,1.8461538461538465,575.94,143.985,0,0,0,1,1,0,0,0,0,1,1,0,1,1,2,3.085,1.0,0.5,0
U01734,oortega,29,Male,tommy76@yahoo.com,3,3,1.0,1.3636363636363638,445.06,148.35333333333332,0,1,0,0,1,0,1,0,0,0,0,0,1,0,2,2.32,1.0,0.0,0
U01735,brentanderson,29,Male,alexisbird@gmail.com,1,1,1.0,30.0,57.32,57.32,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.74,1.0,0.0,0
U01736,leah74,17,Male,mark33@yahoo.com,1,1,1.0,30.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.6,1.0,0.0,0
U01737,scottnelson,23,Male,daltonandrews@outlook.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.28,1.0,1.0,0
U01738,aortiz,16,Female,qgraham@outlook.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4.45,1.0,0.0,0
U01739,mauriceponce,19,Male,apalmer@hotmail.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2.98,1.0,0.0,0
U01740,johnbridges,20,Male,claudiafox@outlook.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2.98,1.0,0.0,0
U01741,uadams,30,Male,jonessteven@yahoo.com,2,2,1.0,0.4285714285714285,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,2.95,1.0,1.0,0
U01742,lyork,30,Female,psmith@yahoo.com,2,1,2.0,0.3870967741935484,0.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,4.119999999999999,0.5,1.0,0
U01743,mhunter,15,Male,wagnerjerry@yahoo.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.81,1.0,0.0,0
U01744,john10,22,Male,kingcourtney@yahoo.com,4,4,1.0,1.3953488372093024,665.26,166.315,0,1,0,1,0,1,0,0,1,0,0,0,2,0,2,3.9625,1.0,0.0,0
U01745,jasonwatts,21,Female,wvilla@yahoo.com,13,7,1.8571428571428568,1.4181818181818182,1622.64,124.81846153846152,2,0,1,3,0,2,0,0,1,0,3,1,4,5,4,3.2546153846153847,0.5384615384615384,1.0,1
U01746,jodiortega,24,Male,nathaniel40@outlook.com,14,8,1.75,1.320754716981132,1607.25,114.80357142857144,1,0,0,2,1,3,1,0,0,2,3,1,4,9,1,3.3685714285714283,0.5714285714285714,1.8,1
U01747,kyle18,19,Female,derrickkelley@hotmail.com,4,4,1.0,0.5825242718446602,177.34,44.335,0,0,0,0,0,1,0,0,1,0,1,1,1,1,2,3.6925,1.0,0.5,0
U01748,williamsadam,22,Male,joseph49@outlook.com,1,1,1.0,30.0,394.26,394.26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.35,1.0,0.0,0
U01749,fmiles,31,Female,james11@hotmail.com,1,1,1.0,30.0,276.37,276.37,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2.72,1.0,0.0,0
U01750,stephanieshaw,24,Male,victoria11@gmail.com,4,4,1.0,0.6030150753768845,627.6600000000001,156.91500000000002,0,1,0,0,1,0,0,0,0,1,1,0,0,2,2,3.435,1.0,2.0,0
U01751,mcbridepatrick,25,Female,brandon18@yahoo.com,1,1,1.0,30.0,0.78,0.78,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3.89,1.0,0.0,0
U01752,johnharris,34,Female,kimvincent@outlook.com,4,4,1.0,0.4477611940298507,301.98,75.495,1,0,0,0,1,1,0,0,0,1,0,0,2,1,1,2.8,1.0,0.3333333333333333,0
U01753,kirbyelijah,17,Female,biancaarmstrong@yahoo.com,1,1,1.0,30.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,1.0,0.0,0
U01754,qdiaz,22,Male,henglish@yahoo.com,1,1,1.0,30.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.64,1.0,1.0,0
U01755,andrewskelly,26,Female,michellereyes@outlook.com,1,1,1.0,30.0,285.05,285.05,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.96,1.0,1.0,0
U01756,uortiz,21,Male,anita87@gmail.com,2,2,1.0,0.9523809523809524,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1.505,1.0,1.0,0
U01757,ycarter,26,Female,mariah38@hotmail.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.88,1.0,1.0,0
U01758,yhall,16,Female,anelson@yahoo.com,1,1,1.0,30.0,326.02,326.02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.69,1.0,0.0,0
U01759,pwebster,21,Male,scott26@outlook.com,1,1,1.0,30.0,276.37,276.37,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2.72,1.0,0.0,0
U01760,eric06,19,Male,smoreno@gmail.com,1,1,1.0,30.0,490.9,490.9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.55,1.0,1.0,0
U01761,mark03,31,Male,gabriel32@yahoo.com,2,2,1.0,0.2654867256637168,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,2.44,1.0,0.0,0
U01762,dustin24,33,Male,reeveschristopher@yahoo.com,15,11,1.3636363636363635,1.867219917012448,1427.04,95.136,1,2,1,1,1,2,0,1,3,1,1,1,7,4,4,3.624666666666667,0.7333333333333333,0.5,1
U01763,sharon32,24,Male,jimmy75@outlook.com,1,1,1.0,30.0,248.1,248.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.2,1.0,1.0,0
U01764,cowanaustin,30,Male,gomezjennifer@hotmail.com,2,2,1.0,0.75,285.05,142.525,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,3.2,1.0,2.0,0
U01765,patrick83,24,Female,lwilliamson@yahoo.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2.01,1.0,0.0,0
U01766,michaelmiller,33,Female,jamie43@hotmail.com,3,3,1.0,0.7142857142857142,623.0799999999999,207.6933333333333,0,0,1,0,1,0,0,0,0,0,1,0,2,1,0,2.9633333333333334,1.0,0.3333333333333333,0
U01767,thomas29,15,Female,housestephen@yahoo.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4.44,1.0,1.0,0
U01768,turnercorey,26,Female,paul81@outlook.com,2,2,1.0,0.46875,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,4.19,1.0,0.0,0
U01769,khanrenee,15,Male,kirkwagner@gmail.com,4,4,1.0,0.5882352941176471,53.86,13.465,0,0,0,0,0,1,1,1,1,0,0,0,0,2,2,3.1875,1.0,2.0,0
U01770,daviselizabeth,22,Female,bryantmichael@outlook.com,2,2,1.0,0.3157894736842105,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,4.695,1.0,0.5,0
U01771,calebmorgan,21,Male,baileymax@gmail.com,3,3,1.0,0.4972375690607734,347.48999999999995,115.82999999999998,0,0,0,0,1,0,0,1,0,0,1,0,3,0,0,2.2133333333333334,1.0,0.0,0
U01772,elizabethrodriguez,32,Female,uburns@outlook.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2.01,1.0,0.0,0
U01773,tanya67,17,Male,ernestgregory@outlook.com,16,8,2.0,1.5141955835962144,2596.54,162.28375,4,2,0,0,0,1,3,0,1,2,1,2,4,9,3,3.124375,0.5,1.8,1
U01774,holly96,17,Male,stephen91@outlook.com,1,1,1.0,30.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.94,1.0,1.0,0
U01775,nancyhart,31,Female,carterlisa@outlook.com,2,2,1.0,0.967741935483871,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,3.1,1.0,0.5,0
U01776,websterkaren,30,Female,robertclayton@hotmail.com,2,2,1.0,0.3141361256544502,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,2.645,1.0,0.5,0
U01777,justin83,27,Male,kimberly25@hotmail.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2.2,1.0,1.0,0
U01778,phillip31,24,Female,robertnavarro@outlook.com,2,2,1.0,0.8108108108108109,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,4.055,1.0,1.0,0
U01779,sarahtrujillo,31,Male,jeremy60@yahoo.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4.72,1.0,0.0,0
U01780,smithtimothy,27,Male,rblair@hotmail.com,1,1,1.0,30.0,346.71,346.71,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1.23,1.0,0.0,0
U01781,cortezmorgan,30,Male,lhuynh@gmail.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.45,1.0,0.0,0
U01782,david48,17,Female,martinmatthew@yahoo.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.85,1.0,1.0,0
U01783,mcconnellerica,28,Male,ellismark@yahoo.com,3,3,1.0,1.097560975609756,57.32,19.106666666666666,0,1,0,0,0,0,0,0,0,0,1,1,2,0,1,3.78,1.0,0.0,0
U01784,ccarr,32,Female,richardbarnes@gmail.com,1,1,1.0,30.0,119.04,119.04,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.75,1.0,0.0,0
U01785,masonrachel,34,Female,feliciashannon@gmail.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.73,1.0,0.0,0
U01786,joseph21,25,Female,michaeljimenez@hotmail.com,13,8,1.625,1.1676646706586826,1539.78,118.4446153846154,1,1,2,0,1,1,3,0,0,0,2,2,6,4,3,3.1830769230769227,0.6153846153846154,0.5714285714285714,1
U01787,kristin95,30,Female,roybowen@outlook.com,2,2,1.0,0.2803738317757009,266.93,133.465,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3.285,1.0,0.0,0
U01788,sayers,15,Male,francisdenise@gmail.com,2,2,1.0,0.5128205128205129,89.59,44.795,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3.735,1.0,0.0,0
U01789,rodriguezjacob,33,Female,bryandennis@hotmail.com,15,8,1.875,1.5570934256055362,1442.13,96.142,0,0,2,3,1,2,1,0,0,2,2,2,5,7,3,3.234,0.5333333333333333,1.1666666666666667,1
U01790,jerrydavidson,25,Male,salazarkyle@hotmail.com,1,1,1.0,30.0,299.57,299.57,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.74,1.0,1.0,0
U01791,richardrandy,31,Female,reneecampbell@outlook.com,2,2,1.0,0.7407407407407407,53.86,26.93,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,3.63,1.0,0.5,0
U01792,charlottelewis,15,Male,zstewart@outlook.com,1,1,1.0,30.0,53.86,53.86,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2.47,1.0,1.0,0
U01793,alexandrawright,30,Male,vasqueztristan@gmail.com,1,1,1.0,30.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.93,1.0,0.0,0
U01794,mcbrideamy,26,Male,woodsamantha@outlook.com,1,1,1.0,30.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,1.0,0.0,0
U01795,wtorres,15,Female,jessica84@outlook.com,13,9,1.4444444444444444,1.196319018404908,1145.56,88.11999999999999,2,1,0,0,0,1,1,2,1,2,2,1,5,4,4,2.9646153846153847,0.6923076923076923,0.6666666666666666,1
U01796,catherinegonzales,15,Male,paul98@hotmail.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.67,1.0,0.0,0
U01797,linda33,33,Male,adamlee@gmail.com,1,1,1.0,30.0,490.9,490.9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.55,1.0,1.0,0
U01798,gregoryjenkins,18,Male,vwolfe@yahoo.com,1,1,1.0,30.0,487.92,487.92,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.64,1.0,0.0,0
U01799,jacobssusan,33,Female,kdaniels@hotmail.com,1,1,1.0,30.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.15,1.0,0.0,0
U01800,melaniejacobson,25,Female,kimhoward@yahoo.com,2,2,1.0,1.6216216216216215,248.1,124.05,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2.4,1.0,1.0,0
U01801,julialong,20,Male,dhernandez@gmail.com,1,1,1.0,30.0,394.26,394.26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.35,1.0,0.0,0
U01802,oharris,15,Female,kevin83@outlook.com,1,1,1.0,30.0,276.37,276.37,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2.72,1.0,0.0,0
U01803,brett15,27,Female,susandavis@yahoo.com,3,3,1.0,0.3169014084507042,342.61,114.20333333333332,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,3.68,1.0,2.0,0
U01804,nicoletaylor,20,Female,whitecarol@hotmail.com,2,2,1.0,1.3043478260869563,0.0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,3.71,1.0,0.5,0
U01805,bridget73,21,Male,swilson@outlook.com,15,9,1.6666666666666667,1.3931888544891642,431.96,28.79733333333333,1,2,3,1,1,0,0,1,0,2,1,3,4,6,5,2.834,0.6,1.2,1
U01806,hgomez,26,Male,annalee@gmail.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.14,1.0,1.0,0
U01807,veronica27,31,Male,heather88@hotmail.com,2,2,1.0,0.2690582959641255,490.9,245.45,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3.765,1.0,0.5,0
U01808,stephenwebster,15,Male,faulknergregory@gmail.com,3,2,1.5,0.3673469387755101,684.67,228.22333333333333,0,0,0,0,0,2,0,0,0,1,0,0,1,1,1,4.183333333333334,0.6666666666666666,0.5,0
U01809,alexanderyork,24,Female,sanchezmichelle@gmail.com,13,8,1.625,1.308724832214765,1427.78,109.82923076923076,1,0,2,0,1,2,2,2,0,0,2,1,3,6,4,3.3169230769230773,0.6153846153846154,1.5,1
